sentence,label
"This is a book review of Bodo Winter's (2019) ""Statistics for Linguists: An introduction using R."" [xxx The second version is divided into sections, and the discussion has been reorganized. Content-wise, the two versions are almost identical.]",0
"A link to a 30-minute video on Battle in the Mind Fields, a book we have recently published.",0
"Athapaskan verbal morphology appears to violate the Mirror Principle of Baker (1985) in multiple ways and, thus, the ordering of affixes in these languages has resisted a straightforward analysis. We adopt a new morphological tool of Iterative Root Prefixation (Travis 2011), which allows for a more direct mapping from syntax to morphology in languages of this profile. Apparent violations of affix ordering that remain, namely the puzzling placement of the transitive and causative morphemes, are argued to be explained by overriding phonological constraints.",0
"The goal of this paper is to describe a new set of modals that is appearing in contemporary English. The 
epistemic modals with perfect have are forming a new class including mighta, coulda, woulda, shoulda, 
and musta, when they are used with an additional have. This use is accepted widely. There is a further 
stage where the new modal is selecting an infinitive as its complement, i.e. without a (present) perfect 
meaning, not widely accepted. I describe this set of changes as a cycle because there is both economy and 
renewal at work. The framework used is Minimalist (Chomsky 1995 and onwards), with a more articulated 
TP-layer. The data come from corpus and internet sources; the study is not a quantitative one because the 
(second) change is not yet particularly frequent.",0
"P(reposition)-stranding is typologically rare. Nevertheless, many languages exhibit phenomena that look like P-stranding (Campos 1991; Poplack, Zentz, and Dion 2012) or involve P-stranding under common theorizing (see Philippova 2014 and references therein). These studies argue that these are not instances of P-complement movement and provide alternative analyses. This squib addresses Russian prepositions that can be postposed to and apparently stranded by their dependents. They are proposed to be PPs rather than P-heads, with dative dependents adjoined similarly to external possessors. The analysis captures all idiosyncrasies of their nominal dependents and alleviates the need to posit exceptional P-stranding in Russian.",0
"The term 'borrowing', especially when applied to bound morphology, often describes phenomena that, while appearing to be identical, are, in reality, not coextensive. By combining data and analyses from contact linguistics, psychology, and cognitive science, this study provides an explicit and principled treatment of different phenomena of morphological transfer, showing that a demarcation reflects psycholinguistic facts, which, if analyzed properly, allow us to gain useful insights into synchronic bilingual processing and diachronic language change. In particular, it is claimed that morphological borrowing occurs via cross-language structural priming and that speakers have the ability to relate to the internal structure of words ('morphological relatability'), which can interfere with the inhibitory control mechanism that preempts access to the non-targeted language, and override it, thereby enabling morphological priming. A large body of evidence, ranging from experimental psycholinguistics to language change and first language acquisition, underpins this assumption. Relatable morphology is claimed to be a precondition for morphological transfer and borrowing to occur, and a Stratal Effect is hypothesized, which, applying to varying extent, gives rise to at least three distinct types of morphological transfer. Finally, the mainstream view according to which affix borrowing can be either direct or indirect is dismissed, and it is shown that affix borrowing always involves an indirect process including extrapolation of relatable formatives and their diffusion within the lexicon.",0
"This paper shows that the distribution of (non‑)finiteness in the South Slavic languages reflects an implicational scale along an independently attested semantic complementation hierarchy (e.g., Givón 1980). We suggest that in the South Slavic languages, finiteness is triggered by clausal agreement features associated with different syntactic heads. Building on a complexity approach to the complementation hierarchy, we propose that cross-linguistic variation in finiteness and variation across different types of complements are the result of language-specific differences in the distribution of agreement features. More broadly, we conclude that there is no (universal) semantic correlate of (non‑)finiteness and, contra cartographic approaches, that finiteness is not confined to a particular domain in the clause. Following Adger (2007), we argue that finiteness can be distributed over all clausal domains.",0
"An important ongoing discussion in theories of argument structure concerns the explanatory division of labor between thematic properties and event structure. In this context, the English get-passive provides an interesting test case. Much previous work has analyzed get-passives as differing thematically from be-passives. Yet many get- passive properties remain poorly understood. We present an analysis of the get-passive centered on the proposal that it contains additional event structure (realized as get) relative to its be counterpart. We employ by-adjuncts to identify the event structures in passive types, and demonstrate that the behavior of this and other diagnostics support the conclusion that get- and be-passives differ systematically in ways that accord with our analysis. Further discussion considers the prominent proposal from previous studies that get-passives differ thematically from be-passives in (sometimes) assigning an Agent role to their surface subjects. We show that there is no evidence for such an analysis. Instead, intuitions about the interpretation of the get-passive surface subject arise from how an event's Responsible Party is identified: contrasts between get and be on this dimension are a consequence of event structural differences between the two. The overall result is a unified analysis of the get-passive, one that has implications for the role of event structure in understanding the syntax and interpretation of arguments.",0
"We address the relationship between syntactic valency and voice morphology in Hittite (Anatolian, Indo-European), focusing on cases where active syntax is expressed using non-active morphology, and vice versa. We argue that apparent ""mismatches"" between syntax and morphology are strictly a morphological rather than a syntactic phenomenon (contra Alexiadou et al. 2015; Grestenberger 2018). Our study highlights voice ""reversals""-i.e., cases in which the expected mismatch disappears and morphological and syntactic valency match. We determine that such reversals correlate with morphological locality, and cannot be derived by hierarchical factors. Our findings provide a novel argument for a uniform syntactic structure of voice (Wood 2015; Wood & Marantz 2018).",0
"It is often argued that words have complex internal structure in terms of their morphology, phonology, and semantics. On the surface, Armenian compounds present a bracketing paradox between their morphological and phonological structure. I argue that this bracketing paradox simultaneously references endocentricity, strata, and prosody. I use Armenian as a case study to argue for the use of cyclic approaches to bracketing paradoxes over the more common counter-cyclic approaches. I analyze the bracketing paradox using cyclic Head-Operations (Hoeksema 1984) and Prosodic Phonology (Nespor and Vogel 1986), specifically the Prosodic Stem (Downing 1999a). I argue that the interaction between the bracketing paradox and the rest of compound phonology requires the use of stratal levels and cyclicity. I argue that counter-cyclic approaches like Morphological Merger (Marantz 1988) or Morphological Rebracketing (Sproat 1985) are inadequate because they make incorrect predictions about Armenian phonology.",0
"In this paper, we provide an in-depth study of the morphosyntactic behavior of negative verb clusters in the Finno-Ugric languages Udmurt and Mari. We argue that the standard treatment of negation as an auxiliary is inadequate for these languages as it does not explain its morphosyntactic and morphophonological behavior, which presents a challenging morphology-syntax-semantics mismatch: Despite taking high scope and governing the highest verb of the clause, negation surfaces immediately before the highest verb rather than at the end of the verb cluster as would be expected in head-final languages. Furthermore, we show that negation forms a complex unit with the highest verb of the clause and thus crucially differs from negative auxiliaries in other Finno-Ugric languages like Finnish and from other auxiliaries. We argue that the properties of negation are best modelled by means of postsyntactic Lowering (Embick and Noyer 2001). Next to the semantic vacuousness of the displacement, the main arguments for a postsyntactic perspective come from the internal constituency of the verb cluster, the possibility to interleave clitics inside the verb cluster only in the presence of negation, and cases where Lowering fails and a syntacto-semantically inert copula is inserted as a repair. We show that competing approaches to complex head formation based on narrow-syntactic head-movement, flexible spell-out in different positions or base-generation fail to capture the crucial properties of negative verb clusters. On a more general level, we thus provide evidence for the necessity of post-syntactic mechanisms for word formation and a serial architecture of the morphology-syntax interface.",0
"This chapter has been submitted to an upcoming handbook on Distributed Morphology. The chapter reviews cases of word/word blocking and word/phrase blocking from the literature, clarifying in each case to what extent they fall under the notion of blocking as understood in DM and to what extent they might receive alternative explanations. The main empirical domains include inflection and derivation in English, the synthetic/analytic form of comparatives and superlatives in English, and synthetic/analytic passives in Hebrew and Latin.",0
"The operation known as Fission in Distributed Morphology has figured prominently in accounting for discontinuous agreement in verbal paradigms-that is, the exponence of agreement with a single argument which is distributed over more than one position on the verb. Fission is often seen as a by-product of a composite Vocabulary Insertion mechanism determining which features are split up, where they are linearized, and how they are spelled out. An alternative view which presupposes a modular postsyntax assigns operational autonomy to rules responsible for feature splitting, displacement, and exponence. I argue that the latter approach is empirically superior on the basis of a novel set of allomorphic alternations from Semitic which demonstrate that Fission and displacement feed, and hence cannot be equated with, Vocabulary Insertion. The result is that the inventory of postsyntactic operations must include at least the following three operations: Fission, Metathesis, and Vocabulary Insertion.",0
"Many scholars, such as Feng (1997/2012), Huang (1999; 2013), Huang et al. (2009), Lin (2009; 2015), Liu (2012; 2016), Liu and Huang (2013; 2016), Tang (2001) and Ting (1993; 1998) have assumed that long and short bei-passives in Mandarin have distinct syntactic structures. For them, one crucial distinction is that while short bei-passives involve A-movement of PRO, long bei-passives involve A'-movement of a null operator (NOP). In this paper, I expand upon Her's (2009) original proposal arguing that both long and short passives involve A'-movement and thus should have a unified account  and I present new evidence showing that in both passives, the complement to bei must at least be as large as Asp, contra Bruening and Tran's (2015) suggestion that it can only be as large as (passive) Voice (Kratzer 1996). My account requires that both constructions have VoicePass, also contra Bruening and Tran (2015), which accounts for a range of novel data: both long and short bei-passives can license a unique class of verbal compounds that are also grammatical in the gei ('give'), jiao ('ask') and rang ('allow') passives, and in passives embedded in ba-constructions, but importantly are ungrammatical in active constructions, which have VoiceAct.",0
"This squib documents a novel empirical generalization from selection in Semitic: lexically selected arguments can vary by (verbal) template. This discovery is problematic for current analyses which take (lexically) selected arguments to either be introduced by the root (Harley 2014) or by the categorizing head (Merchant 2019), both of which are lower than the functional heads realized as Semitic templates. Templates can induce alternations in argument structure (e.g. causativization) and diathesis (e.g. passivization)---characteristics typically associated with v and Voice. A solution is sketched whereby PPs can be jointly selected by the root, categorizing head, and template-defining head.",0
"In cases of indexical-shift, so-called indexical pronouns like 'I', 'you', 'here' and 'now' refer to the Speaker, Addressee, Location, and Time of some other context than the utterance-context. In cases of perspectival anaphora, an anaphor tracks the perspective of some other individual than the utterance Speaker (or Addressee). Thus, both phenomena involve referential obviation of a pronoun or anaphor from the utterance- context. Such obviation also occurs under highly similar grammatical conditions, e.g. in the scope of an attitude predicate (e.g. 'say', 'think', 'perceive'). Here, I introduce the core properties of both phenomena and show that they actually stand in a subset- superset relation. The availability of indexical-shift in a given environment entails that of perspectival anaphora, but not vice-versa. I describe a plausible way to make sense of these insights within a unified model of attitude shift which in turn helps chart out clear avenues for future research.",0
"In many so-called consistent null subject languages, null and overt subject pronouns have contrasting referential preferences: null subjects tend to maintain reference to the preceding subject while overt pronominal subjects do not. We propose that children acquire this contrast by initially restricting their attention to 1st and 2nd person pronouns, whose reference is simpler to infer compared to 3rd person pronouns. Spontaneous production from Mexican Spanish shows that (i) the null/overt contrast is in principle acquirable from 1st and 2nd person subject pronouns in naturalistic input; (ii) children's production of 1st and 2nd person subjects is conditioned by this contrast, and (iii) the contrast is generalized to the 3rd person slightly later in development. A pronoun resolution task shows that children use the null/overt contrast in comprehension at the same age that it becomes apparent in production.",0
"This thesis examines argument structure - the linking relations between verbs and their arguments - in Choctaw, a Muskogean language spoken in Mississippi and Oklahoma. My focus is on three morphological reflexes of argument structure, which constitute the argument-marking systems of the title. Firstly, the verb may host various morphological markers of voice, which often carry labels like 'transitive' or 'causative'. Secondly, the verb may host clitics which index (or 'double') certain arguments. Thirdly, overt arguments may carry case-markers. Following recent work in Minimalism and Distributed Morphology, I argue that each of these morphological systems is 'read off' a syntactic structure, which encodes verbal argument structure through a root and an arrangement of functional heads (v, Voice, Appl). This syntactic structure must make use of, at least, trivalent specifier requirements, in the sense of Kastner (2020), and a licensing relation. And in the mappings from syntactic structure to morphological and semantic output, there must be a high degree of contextual conditioning, in the sense of Wood and Marantz (2017). Of particular relevance to the syntax-morphology interface, I argue that case-assignment is morphological, and subject to contextual conditioning in the same way that morphological exponence is.",1
"A manuscript was found in ltaly, 19th century, which has  amazed  people for decades. 
The voynich contains of plant illustrations and Italian style drawings. It must be a plant
 medicine book according to the illustrations. Although many people tried deciphering it, the 
meaning behind the words still remained mystery. Mostly because we need to find what are the 
alphabets first.

The period manuscript was written could be from 14th to 15th century.However,the letters did 
not look like the languages used in that time. As l looked into ancient alphabets, specially 
Indian ones such as Brahmi, Kharosthi and Gupta; the similar signs were recognizable. 
I want to describe the possibility of how the manuscript can be in Indian languages in brief.",0
"Significantly revised. Baker and Vinokurova (2010) and Baker (2015) present a two-modality approach to case assignment, in which different cases may be assigned in one of two ways: either configurationally, as in Marantz (1991), where case is assigned depending on its location and its relationship with other nominals in its domain, or assigned via agreement with functional heads, as in Chomsky (2000). In particular, they argue that the assignment of nominative and genitive case cannot be assigned configurationally based on agreement patterns in Sakha, a Siberian Turkic language. In the spirit of Levin and Preminger (2015), I argue that needing to posit two different modalities of case is not necessary, and that their data can be accounted for with one. However, unlike Levin and Preminger (2015) who provide purely theoretical arguments in favor of their conclusion, I provide four empirical arguments for genitive case being assigned as an unmarked case (and, by extension, nominative) not just in Sakha, but other Turkic languages as well.",0
"This dissertation provides new empirical discoveries with consequences both for how case is assigned and the range of possible types of cases. I explore the relationship between Voice, case, and subjecthood through the lens of Lithuanian, a Baltic language. Specifically demonstrate that Lithuanian exhibits an active existential Voice – a Voice which assigns accusative case to a grammatical object and is realized by active morphology, but whose external argument is not syntactically projected. This finding counterexempliﬁes Burzio's (1986) Generalization and its alternative versions. Empirical work on case has established a distinction between two cases, structural vs. non-structural (Chomsky 1981, 1986; Woolford 2006; Pesetsky and Torrego 2011). My dissertation challenges this dichotomy by identifying a type of case, namely marked structural, that falls between these categories depending on the syntactic environment it is realized in. Lastly, this dissertation provides important insights for subjecthood theories by identifying two types of non-nominative subjects in the language. I demonstrate that non-nominative subjects can vary in terms of their case assignment and do not constitute a homogeneous class.",0
"Psychologically our thought--apart from its expression in
words--is only a shapeless and indistinct mass. Philosophers and
linguists have always agreed in recognizing that without the help of
signs we would be unable to make a clear-cut, consistent distinction
between two ideas. Without language, thought is a vague, unchartered
nebula. (CLG, p111-112)",0
"Kiparsky (1997) distinguishes structurally between two types of verbs incorporating nouns: a) true denominals (noun-derived verbs), which imply the use of the incorporated noun (like ""tape""), and b) pseudo denominals (root-derived verbs), which do not, like ""hammer"". However, Harley & Haugen (2007) argue that the distinction between true and pseudo denominals is not structural, but pragmatic, as one could tape with band-aids, not necessarily just tape. Our paper brings experimental evidence from two acceptability judgment tasks answered by 100 native speakers of English in favor of the pragmatic nature of the distinction between true and pseudo denominal verbs. Participants had to rate sentences where both 'true' and 'pseudo' denominals combined with similar on-similar PPs (""He crowned her ??with a hat/with a rose garland""- true, ""Tom paddled the canoe with a board/??with a spoon""-pseudo).The results show significant effects of the semantic similarity of the PPs to the denominal verb's incorporated object on the acceptability of sentences with denominals. Thus, instead of arguing that only some denominals are root-derived (Kiparsky 1997), we argue that all denominals are derived from nominal roots expressing n-like concepts, and that acceptability in combination with various PPs is merely a function of the similarity between the nominal root and the PP.",1
"In this paper, I demonstrate that Swahili distinguishes two types of resumptives pronouns: i) lower A-bar movement copies and ii) base generated bound pronouns. These  two types of resumptive pronouns are morphologically distinct:  the presence of (local) person features reflects a base-generated derivation and the absence of person features reflects A-bar movement. Crucial data comes from local person pronominal clefts derived from islands (bound pronoun context) and parasitic gaps (movement copy context). Inspired by van Urk (2017), I analyze this pattern using Landau's (2006) theory of chain reduction in which only movement copies create chains and are then subject to an algorithm which deletes person features.",0
"Despite the growing interest in endangered languages, relatively little attention has been paid to the ways in which the structure of these languages is conditioned by the language shift setting, even among conservative older speakers. This thesis investigates how the social circumstances of language endangerment-which include disrupted intergenerational transmission, loss of a cohesive speech community, pressure to master a new dominant language, and stigmatization of the traditional language-can have signiﬁcant grammatical effects. I investigate morphosyntactic variation among different groups of speakers of the highly endangered polysynthetic indigenous language Chukchi, which is spoken in northeastern Russia.

In order to systematically compare linguistic patterns among speakers of different backgrounds (proﬁcient older speakers, attriting speakers, and young L2 or heritage learners), I utilize a combination of traditional ﬁeldwork techniques and controlled experimental production tasks. I focus on several distinct reﬂexes of the encoding of argument structure, which cuts across multiple morphosyntactic domains and thus affords us the opportunity to examine not only individual grammatical changes due to language shift, but also system-wide grammatical restructuring that can only be seen as a direct result
of the modern sociolinguistic setting.

Modern Chukchi speakers evidence variation across the following domains: agreement marking, morphological and syntactic ergativity, valency-changing derivational morphology, verbal and nominal incorporation, and argument drop. While older, highly proﬁcient speakers display patterns that are largely consistent with existing grammatical descriptions, attriting speakers and L2 speakers show deviations from the expected patterns, though not always in identical ways. Attriting and L2 speakers reanalyze agreement marking across different dimensions, and while both groups make little productive use of verbal derivation and incorporation, this tendency is more pronounced among L2 learners. However, these varieties are alike in that the changes present in the grammars of these speakers are entirely consistent with cross-linguistic tendencies and a shift away from a polysynthetic conﬁguration. Furthermore, while similar changes in other moribund languages have often been characterized as ""linguistic loss,"" the Chukchi data show that as certain features are lost, speakers innovate new patterns to replace them, often making use of existing resources in the language (rather than borrowing from or replicating patterns in the contact language).",0
"Any theory of morphology must answer two questions about allomorphy: first, what considerations govern the form of morphemes, and second, under what conditions can one morpheme influence the shape of another. Distributed Morphology (Halle and Marantz 1993) allows allomorphy to be conditioned in many components of the grammar: syntax, phonology, and the lexicon. In no small part, the specific pronunciation of morphemes depends on rules of Vocabulary Insertion--the subject of this review. We start with a general review of what allomorphy is, and how it has been classified analytically both in DM and in other theories of morphology and phonology. After sketching some analyses of simple cases of allomorphy, we build towards more complex examples, considering various issues they raise. One is whether, from a structural point of view, allomorphy is conditioned differently by inner vs. outer context. Another is how far away the conditioning environment can be from the affected morpheme. We also review various theory-internal debates within DM, including the role of linear adjacency, how competition for insertion is resolved, and whether this competition is a property of roots. We end with a discussion of broader questions about allomorphy as a phonological and a morphosyntactic phenomenon.",0
"This article is a summary of morphological change, concentrating on inflection and paradigm structure.",0
"I focus on the so-called Oku's generalization in order to show: (i) that a main division among at least two types of pro-drop languages is irreducible, i.e., radical vs. consistent pro-drop (pace Duguine 2013), and (ii) that the distinction can be understood in terms of two types of ellipsis, namely phrasal DP-ellipsis (Japanese) and head pronoun ellipsis (Spanish). Such a distinction follows from a general model for ellipsis within and across languages and does not have to be stipulated for the particular distribution of null subjects in Japanese and Spanish. Thus, the difference between radical and consistent pro-drop languages does not follow from the deep vs. surface anaphora distinction, but from the timing of ellipsis in each language. In addition, I conjecture that the lack of DP-ellipsis in Spanish, and consistent pro-drop languages in general, is due to the agreement-Case system. In this respect, my analysis is committed to the so-called anti-agreement hypothesis, according to which the availability of DP-ellipsis is connected to absence of morphological agreement. Finally, even when I dispense with the deep vs. surface distinction as a way of deriving Oku's generalization, I claim that null NP anaphora, a type of deep anaphora, is syntactically active at least in radical and partial pro-drop languages (Barbosa 2019).   

THIRD VERSION, 17.7.2020: Typos corrected",0
"The key aim of this special issue is to make developmental theory proposals concrete enough to evaluate with empirical data. With this in mind, I discuss proposals from the ""Universal Grammar + statistics"" (UG+stats) perspective for learning several morphology and syntax phenomena. I briefly review why UG has traditionally been part of many developmental theories of language, as well as common statistical learning approaches that are part of UG+stats proposals. I then discuss each morphology or syntax phenomenon in turn, giving an overview of relevant UG+stats proposals for that phenomenon, predictions made by each proposal, and what we currently know about how those predictions hold up. I conclude by briefly discussing where we seem to be when it comes to how well UG+stats proposals help us understand the development of basic morphology and syntax knowledge.",0
"The person marking system of Äiwoo (Oceanic, Austronesia ; Solomon Islands) shows a split along the lines of both a person hierarchy (2 > 1 > 3) and a number hierarchy (AUG > MIN). I analyze this as a direct/inverse split, where object agreement only ensues in the inverse comfigurations, that is, where the subject is ranked lower than the object on a combination of the two hierarchies. I model it with Deal's (2015) agreement, based on the notions of interaction and satisfaction. I argue that the Äiwoo probe has a disjunctive satisfaction condition: it interacts with any nominal, but it halts as soon as it agrees with a goal carrying a feature [ADDRESSEE] *or* a feature [AUGMENTED].",0
"In Spanish causative constructions with dejar 'let' and hacer 'make' the subject of the embedded infinitive verb can appear in the accusative or the dative case. This case alternation has been accounted for by resorting to the notion of direct vs. indirect causation. Under this account, the accusative clitic with a transitive verb denotes direct causation while the dative clitic with an intransitive verb expresses indirect causation. The problem with this account is that we lack an independent definition of (in)direct causation in this context and so this approach suffers from circularity: the case of the clitic is used to determine causation type and causation type implies use of one or the other grammatical case. Therefore, a more objective way to account for clitic case alternation is needed. In this paper, I offer one possible solution in this direction by investigating clitic case alternation against Hopper and Thompson's Transitivity parameters and a small number of other linguistic variables. The analysis is conducted on a dataset of 4,589 sentences analysed with Bayesian mixed-effects models and a large random forest. The results indicate that the transitivity of the infinitive verb, the animacy of the object and the agentivity of the subject are strong predictors of clitic case but there are also important dialectal differences. The findings in this paper allow us to arrive at a finer-grained characterization of the contexts in which each case is more likely to occur and provide further evidence of the pervasiveness of Transitivity in natural language.",0
"We propose a theory of head displacement that replaces traditional Head Movement and Lowering with a single syntactic operation of Generalized Head Movement. We argue that upward and downward head displacement have the same syntactic properties: cyclicity, Mirror-Principle effects and blocking in the same syntactic configurations. We also study the interaction of head displacement and other syntactic operations arguing that claimed differences between upward and downward displacement are either spurious or follow directly from our account. Finally, we show that our theory correctly predicts the attested crosslinguistic variation in verb and inflection doubling in predicate clefts.",0
"The paper discusses a class of transitive-prepositional reflexive constructions, tied to the sphere of inalienable possession. The characteristic property of this pattern is the sometimes implicit, but often overt and obligatory presence of a locative PP which embeds a body-part noun in a VP which is otherwise monotransitive. Figure reflexive constructions are syntactically unified by the fact that their internal argument is conceptualized as a prepositional small clause, which introduces the Figure-Ground relation. These constructions are also Voiced, in the sense that an external argument position is projected even if it may be non-thematic. Unaccusatives are analyzed as introducing an expletive, i.e. non-thematic Voice projection, whose role is simply to signal that the event structure of transitives and derived unaccusatives is the same, consisting of a causing subevent and a result state. The discussion of unaccusatives is theoretically relevant in that it strengthens the suggestion that there is a connection between the expletivization of Voice and derived reflexive unaccusativity.",0
"A major study has been released on the emergence in East Asia of the logo- graphic, or logo-syllabic, writing systems inherited from Chinese writing, attending primarily to the adaptations and innovations implemented in Korea, Vietnam, Japan and by speakers of the Tai languages of Southern China and Northern Vietnam. It contributes to our understanding of the fundamental mechanisms, of how speakers of different languages trans- formed the character script. The book points to overarching research prob- lems concerning the relationship between language and writing, how aspects of this relationship are based on universal principles of learning exemplified in bilingual literacy. The research questions presented by the author will ultimately help us better understand literacy learning and the nature of reading and writing ability in general.",0
"The lack of third person adnominal pronouns in English-type languages (*they linguists) is argued to be an effect of contextually conditioned allomorphy between the exponents of the definite article and third person pronouns within a pronominal determiner structure. A crosslinguistic survey of 82 languages finds that the third person gap is crosslinguistically relatively rare and may be restricted to Europe and surrounding areas. The survey also suggests a potential
interaction between the third person gap and the availability of distinct articles, as expected on the ­proposed analysis. The paper also discusses issues raised by the third person gap for alternative analyses, including those advocating an NP-analysis.",0
"As a case study of an S-selection based system in which predicates select complements based on their semantic rather than morpho-syntactic properties, we carry out an investigation of clausal complementation within light verb constructions in Kannada. In particular, we establish that clause-embedding predicates in Kannada follow a three-way semantic distinction that has previously been proposed as a cross-linguistic typological universal by Rochette (1988) and Wurmbrand & Lohninger (2019). We also provide syntactic
analyses for the infinitival and participial complements commonly selected by Kannada light verb predicates. The infinitival complements are shown to be obligatorily restructured arguments to the light verb, while participial complements are analyzed as optionally restructured arguments to the predicate nominal within the light verb construction. In doing so, we argue against the claim that clausal complements to nouns are restricted to adjunct only
status (e.g., Moulton 2009), with our arguments drawing in part upon Grimshaw &
Mester's (1988) Argument Transfer hypothesis in light verb constructions.",0
"This paper deals with the suffix -CIk in Turkish and argues that the suffix -CIk has an augmentative meaning, as well as a diminutive meaning which has been mentioned in the literature extensively. The different meanings of the suffix -CIk are due to two different structures that I propose.  While the structure of the diminutive is made of one single morpheme -CIk, that of the augmentative suffix is composed of two morphemes: -CI and -k. I offer phonotactic and morphological evidence that shows -k has its own life. I also show strict categorical selection properties for the diminutive and augmentative suffix: The augmentative one can only be attached to adjectival bases that express negative orderings. The diminutive -CIk, on the other hand, attaches to nouns. I capture this contrast using the nanosyntax model of spellout.",0
"`forest' is a pgf/tikz-based package for drawing linguistic (and other
kinds of) trees. This manual provides a quickstart guide for linguists with just the essential things that you need to get started.",0
"The central claim of the dissertation is that the syntactic distribution of arguments depends on abstract nominal licensing. All nominals must be (i) assigned a thematic role (Chomsky, 1981) and (ii) licensed via abstract phi-agreement (Chomsky, 2000, 2001); these requirements hold of nominals in every language, including those with no Case or agreement morphology (Vergnaud, 1977; Sigurðsson, 1989; Sheehan & van der Wal, 2018). Languages differ, however, in their functional vocabulary (Borer, 1984), including which heads are able to assign thematic roles and check phi-features. Every language has Voice (Kratzer, 1996), which introduces and assigns a thematic role to agents, but not every language has Appl, which introduces high applicatives (Pylkkänen, 2002, 2008). Similarly, I propose that Voice is a nominal licenser in every language, but Appl (in languages that have it) is not universally a nominal licenser. In languages where Appl is a licenser, such as Kinyarwanda, all high applied arguments will have their phi-features checked; applied arguments will therefore be able to stack or recurse freely in the clause. In those languages where Appl is not a licenser, such as Zulu and Tagalog, applied arguments must compete for licensing by the Voice head; thus only one applied argument will be able to be licensed, precluding the possibility of applicative recursion in the language.


Voice plays a privileged role in nominal licensing in being an obligatory licenser (Levin & Massam, 1985; Rezac, 2011) and in delimiting the licensing domain of the clause, such that all nominals must be licensed within VoiceP. I argue that this domain-delimiting status is not an inherent property of the Voice head but only arises when it is the thematic head that is most local to T. More precisely, then, it is Voice under T which defines the licensing domain of the clause. Voice under T is also special in being able to license two arguments: its external argument and an internal argument. Because of its ability to license two arguments, Voice under T is the locus of transitivity alternations, such as the Agent Voice-Patient Voice alternation in Philippine-type voice languages and the ergative-antipassive alternation in ergative languages, and is also responsible for assigning ergative and accusative Case (Legate, 2014).


While Voice defines licensing domains, events define thematic domains, such that the addition of an event means the addition of a new thematic domain. I demonstrate this using evidence from affixal causative constructions, which languages can form in one of two ways, via (i) the addition of a causer argument (Alexiadou et al., 2006, 2015; Schäfer, 2008; Nie, 2020), or (ii) the addition of a causing event (Harley, 1995, 2013; Pylkkänen, 2008). Languages which allow multiple events in causatives also allow multiple causees, indicating that events define domains of thematic interpretation.",0
"Some models of the morphology-phonology interface take (certain aspects of) morphology and phonology to be computed in the same component of the grammar, simultaneously, including many instantiations of Optimality Theory (McCarthy and Prince 1993a,b, Kager 1996, Hyman and Inkelas 1997, Mascaró 2007, Wolf 2008, i.a.). On the other hand are models that separate morphology from phonology, including Distributed Morphology (Halle and Marantz 1993, 1994) and related models (e.g., Trommer 2001, Bye and Svenonius 2012, Dawson 2017, Rolle 2020), as well as ""subcategorization""-based approaches (Paster 2006, 2009, Yu 2007, i.a.). I undertake a careful study of the order of operations needed to derive the form of finite verbs in the Neo-Aramaic language Turoyo (Jastrow 1993). Two morphophonological phenomena found in Turoyo verbs provide evidence for a separation of morphology from phonology: (i) phonologically-conditioned suppletive allomorphy that is anti-optimizing and surface opaque (reaffirming the findings of Paster 2006); and (ii) phonological displacement of an affix (à la infixation) that is also anti-optimizing and surface opaque, and even more surprisingly, counterbleeds morphological operations in the verbal complex but feeds/bleeds phonological ones. The main conclusion from Turoyo is that exponent choice precedes, and is oblivious to, the regular phonology of the language and considerations of phonological optimization. Turoyo also provides a more general window into a number of issues at the morphology-phonology interface, including cyclicity, the timing of infixation, and constraints on allomorphy.",0
"This work presents the results of a series of acceptability judgment surveys conducted by the Yale GrammaticalDiversity Project (YGDP) between 2015 and 2019. It contains over 200 maps of some 194 sentences, covering a wide range of syntactic constructions, including dative presentatives, personal datives, extended benefactives, the have yet to construction, the done my homework construction, wicked, hella, the so don't I construction, the alls construction, the come with construction, fixin' to, the needs washed construction, non-polarity anymore(aka ""positive anymore""), and many others. For each sentence, we also provide some basic demographic information, such as how the sentence judgments varied by age, race, gender, education, and urban/rural classifications. We describe the goals of these surveys, as well as how they were designed, administered, processed, and mapped, along with a brief introduction to the history of the YGDP. In addition to providing a detailed look at syntactic variation in U.S. English to an extent that has previously been unavailable, we hope that this work will be useful in linguistics classrooms at all levels, and will provide the springboard for further, more detailed studies of the individual constructions, geographic regions, and linguistic and social factors connected to syntactic variation in U.S. English. Note: We have now made our full dataset available in CSV and R format, in a .zip file which you can download by clicking ""file"" below (next to ""pdf""). Upon downloading, change the file name from woodEtAl_20_Mapbook-of-Sy.file to woodEtAl_20_Mapbook-of-Sy.zip. Information about the column headers can be found in ygdp_data_dictionary.csv.",1
"The association between sentential negation and tense has solid foundations
in the literature. It has even been argued that sentential negative markers consist of a
Tense feature (De Clercq 2018, 2020). This paper adduces the first results
from a typological study and data from Bambara in support of this claim. In addition,
the Bambara data also point to the morphological realisation of present or default tense,
to a hierarchy for tense and to a position for sentential negation in that hierarchy.",0
